stem	words	count	pos	definitions
present	{'presented'}	19	{'VERB'}	[{'word': 'presented', 'definition': 'introduce', 'sentence': 'Our ability to gain knowledge, presented as an irreducibly social enterprise, is arguably one in which it is then rational for a layperson to rely on the testimony of the expert (Hardwig, 1985)1. The second one is presented as a form of ‘technical illiteracy’ or ‘technical opacity’ – to use two labels that have been given to it in the literature, respectively by Grote and Berens (2020) and Kaminski (2018). For a start and from a general perspective, one crucial feature of trusting another agent is often presented as a form of uncertainty coupled to a positive expectation towards the trusted agent (Danks, 2019). This blackbox rhetoric, as it is used by the authors mentioned above, seems to invite us to distinguish several varieties of opacity that are supposedly immanent to the relationship of trust between the layperson and the expert – an opacity generally presented, as we have just seen, as a place of reunion for the human expert and the AI system on which we rely to make decisions or acquire knowledge. The difficult ‘reading’ or ‘interpretation’ of opaque neural processes is thus presented as not being the end of the story, insofar as we have nevertheless managed to find ‘factors other than neurocomputational implementation in answering that “why” question’ (Cappelen & Dever, 2021 p. 19) about the explanation of our actions and decisions.'}]
social	{'social'}	17	{'ADJ'}	[{'word': 'social', 'definition': 'relating to human society and its members', 'sentence': 'Expertise, opacity, and trust in AI systems\n\nÉloïse Boisseau\n\n1 Introduction\n\nThe conjoined issues of the trust placed in experts and the deference shown by non-specialists toward them are well-established topics in social epistemology (Hardwig, 1985, 1991; Lackey, 2018; Goldman, 2001; Rolin, 2002; Whyte & Crease, 2010). Our ability to gain knowledge, presented as an irreducibly social enterprise, is arguably one in which it is then rational for a layperson to rely on the testimony of the expert (Hardwig, 1985)1. 3.2 Expertise, trust and credibility\n\nA dimension of expertise and trust placed in human experts is worth mentioning: that it is deeply social or even institutional in nature. It is in fact relatively trivial to note that we – as lay people – tend to be satisfied with the expert’s competence solely on the basis of a form of social recognition of the expert as such (Agnew et al., 1997; Collins & Evans, 2007; Goldman, 2018; Ross, 2022). This preliminary observation about the institutional or normative nature of expertise also reveals expertise’s twofold character: both social and personal.'}]
thing	{'thing'}	17	{'NOUN'}	[{'word': 'thing', 'definition': 'a special abstraction', 'sentence': 'Gran ting trust to gain knowledge or make an informed decision implies, at least temporarily and figuratively, to shut one’s eyes and rely on some thing other than one’s own cognitive, perceptive or intellectual capacities. As Richard Holton (1994, p. 67) explains it, the normative account of trust implies that ‘[w]hen you trust someone to do some thing, you rely on them to do it, and you regard that reliance in a certain way: you have a readiness to feel betrayal should it be disappointed, and gratitude should it be upheld’. Thus, according to these accounts of trust as an affective or normative attitude, it is clear that an artificial system is not the kind of thing that could be the recipient of trust in this sense. ‘[T]he vast majority of society’, so she writes, is indeed unfamiliar with the methods, jargon, past discoveries, current debates – in a word, with every thing that shapes the common culture specific to a field of specialisation. Indeed, some thing that still today regularly stands out in the literature on expertise (and that is still of importance when it comes to discus sing the expertise of AI systems) is the insistence, in some of the definitions, on the relationship between the agent described as an ‘expert’ and – on the one hand – some knowledge they have acquired in a domain (sometimes simply and notoriously characterised, since Plato’s Theaetetus, as a set of ‘true and justified beliefs’ – Goldman, 2001;'}]
suggest	{'suggest'}	17	{'VERB'}	[{'word': 'suggest', 'definition': 'make a proposal, declare a plan for something', 'sentence': 'I will temper the extent to which human expertise is opaque, and suggest a number of criteria for being deemed ‘expert’ on a subject matter – which, as we shall see, AI systems logically cannot satisfy. Finally, John Zerilli et al. (2019, p. 666) suggest that explaining human actions is all the more tricky because the agents themselves are sometimes unaware of their true motivations or what may have played a role in their reasoning. I will suggest in what follows that only the social dimension of expertise can possibly be applied to artificial systems. We can suggest that the expert systems of the first wave of AI have their place at this level of the epistemic scale. Thomas Grote and Philipp Berens (2020), in the same vein (and thus adopting a veritistic conception of expertise), go so far as to suggest that DL-based diagnostic systems used in a medical context can be conceived of as ‘experts’ in the same way as human experts – experts with whom it would also be possible to have epistemic disagreements.'}]
make	{'make'}	16	{'VERB'}	[{'word': 'make', 'definition': 'make or cause to be or to become', 'sentence': 'Gran ting trust to gain knowledge or make an informed decision implies, at least temporarily and figuratively, to shut one’s eyes and rely on some thing other than one’s own cognitive, perceptive or intellectual capacities. A network trained to detect patterns within an initial data set can thus be mobilised to discover trends within this corpus and be able, when subsequently confronted with a novel item, to make predictions, take decisions, propose diagnoses, categorise, etc., on its basis. One can read, for example, that ‘essentially, the relationship between practitioner and AI system is epistemic ally analogous to the relationship between practitioner and expert’ (Bjerring & Bush, 2020, p. 6), or that ‘the features that make expert opinion trustworthy, and our trust in those individuals’ decisions both epistemic ally and ethically responsible—can be realized in AI as well’ (Ross, 2022, p. 8). 2 Trust in artificial systems\n\n2.1 Trust and reliance\n\nLet us first make a few distinctions regarding this notion of trust visàvis artificial systems. This blackbox rhetoric, as it is used by the authors mentioned above, seems to invite us to distinguish several varieties of opacity that are supposedly immanent to the relationship of trust between the layperson and the expert – an opacity generally presented, as we have just seen, as a place of reunion for the human expert and the AI system on which we rely to make decisions or acquire knowledge.'}]
field	{'field'}	16	{'NOUN'}	[{'word': 'field', 'definition': 'a branch of knowledge', 'sentence': 'There are several presentations of this conceptualisation of human reasoning and decision-making processes (which here concern both experts and nonexperts) based on the blackbox model.\n\nRoss (2022, p. 2) notes that …\n\nFor the vast majority of society, the evidence and reasoning processes of any\n\nexpert in a specialized field is opaque, a genuine ‘black box’. The first variety of opacity, mentioned by Ross, is characteristic of a layperson’s unfamiliarity with a particular field of expertise. ‘[T]he vast majority of society’, so she writes, is indeed unfamiliar with the methods, jargon, past discoveries, current debates – in a word, with every thing that shapes the common culture specific to a field of specialisation. Ordinarily, however, we might agree with Ross that an expert’s judgements are to some extent ‘opaque’ to the non specialist – and that this opacity stems from the latter’s unfamiliarity with the field of expertise in question. Goldman (2001, p. 92) defines the expert in a particular field as …\n\n(…) someone who possesses an extensive fund of knowledge (true belief) and a set of skills or methods for apt and successful deployment of this knowledge to new questions in the domain.'}]
dimens	{'dimension'}	16	{'NOUN'}	[{'word': 'dimension', 'definition': 'a construct whereby objects or individuals can be distinguished', 'sentence': '3.2 Expertise, trust and credibility\n\nA dimension of expertise and trust placed in human experts is worth mentioning: that it is deeply social or even institutional in nature. Expertise as a socially attributed badge of credibility thus appears to be distinct from a more fundamental dimension of expertise, namely its individual dimension. Expertise as a socially attributed badge of credibility thus appears to be distinct from a more fundamental dimension of expertise, namely its individual dimension. Jamie Watson (2018, p. 41) thus distinguishes two dimensions of expertise: (1) the ‘objective’ dimension, also described as ‘truth-linked’, which refers to an individual’s (personal) status as an expert, whether or not publicly recognised, and (2) the ‘social’ dimension of expertise, which refers to the institutional recognition of the individual’s expertise (see also Majdik & Keith, 2011). Jamie Watson (2018, p. 41) thus distinguishes two dimensions of expertise: (1) the ‘objective’ dimension, also described as ‘truth-linked’, which refers to an individual’s (personal) status as an expert, whether or not publicly recognised, and (2) the ‘social’ dimension of expertise, which refers to the institutional recognition of the individual’s expertise (see also Majdik & Keith, 2011).'}]
refer	{'refer'}	15	{'VERB'}	[{'word': 'refer', 'definition': 'make reference to', 'sentence': 'A third variety of opacity, to which Cappelen and Dever refer, has more to do with the apparent (prima facie) unintelligibility of human brain operations and processes. We will come back to this idea of ‘intellectual character’ in what follows, but for the moment let us simply note that this expression makes it possible to refer to indicators such as an expert’s ‘competence and sincerity’ (Whyte & Crease, 2010, p. 413) and thus aims to evaluate the moral character of the expert in an epistemic context (and it is also easy to understand that trustworthiness and credibility can sometimes suffer from an imbalance in their attributions – as we already under lined in the preceding section). I shall return to this point frequently, and ‘character’ will refer to these moral and epistemic qualities. The question generally asked is that of determining how to ensure that AMAs are endowed with a form of ‘ethical knowledge’, an expression which does not, however, refer to the epistemic or intellectual virtues which interest us here, but rather to lines of conduct that can be followed by the machines so that their actions are found to be de facto in line with moral values that we will have previously designated as being good ones. Allen and Wallach (2009) refer to this first risk when they express the fear – rightly and increasingly dis cussed today in the context of generative AI (see also Friedman & Kahn, 1992; and more recently; Lee et al., 2025) – of a loss of capacity on the part of the people who rely excessively on these systems.'}]
opaqu	{'opaque'}	15	{'ADJ'}	[{'word': 'opaque', 'definition': 'not clearly understood or expressed', 'sentence': 'Opaque systems are furthermore frequently referred to in the literature as epistemic ‘black boxes’ (London, 2019; Creel, 2020), insofar as it is virtually impossible to verify or obtain any kind of explanation or justification concerning the production of a particular output. The use of such ‘opaque’ systems naturally poses a number of ethical problems, including embarrassing cases of ‘responsibility gaps’ (Coeckelbergh, 2020; Da Silva, 2024) and algorithmic biases (Walsh, 2022; A somewhat recurrent hypothesis in the literature – sometimes stated explicitly, other times implicitly or underlyingly – is that the trust placed in these opaque systems should be modelled on the type of trust we ordinarily place in human experts. I will temper the extent to which human expertise is opaque, and suggest a number of criteria for being deemed ‘expert’ on a subject matter – which, as we shall see, AI systems logically cannot satisfy. She writes that …\n\nour relation to some opaque AI technology may be sufficiently similar to the ordinary layperson’s relation to the specialized expert such that analyzing the successful expert/layperson epistemic relation may provide us with a blueprint for how to best utilize opaque AI, both practically and ethically.'}]
justifi	{'justified'}	15	{'VERB'}	[{'word': 'justified', 'definition': 'show to be reasonable or provide adequate ground for', 'sentence': 'The confidence that one is justified in placing in them depends in part on the prior establishment of ‘the limits and conditions under which the instruments function with consistency’, and on the subsequent assurance that they are indeed used within these limits and under the right conditions (Duede, 2022, p. 9). The confidence one is justified in placing in them rests this time on ‘knowledge of the principles that the procedure operationalizes’, as well as on knowledge of the conditions ‘under which these principles apply’ (ibid. On the contrary, they are arguably rationally justified in defer ring to the experts’ decisions without having access to the reasoning behind them. These institutions may or may not affix their seal of approval to the trust that we, as lay people, are justified in placing in supposed experts. Indeed, some thing that still today regularly stands out in the literature on expertise (and that is still of importance when it comes to discus sing the expertise of AI systems) is the insistence, in some of the definitions, on the relationship between the agent described as an ‘expert’ and – on the one hand – some knowledge they have acquired in a domain (sometimes simply and notoriously characterised, since Plato’s Theaetetus, as a set of ‘true and justified beliefs’ – Goldman, 2001;'}]
peopl	{'people'}	15	{'NOUN'}	[{'word': 'people', 'definition': '(plural) any group of human beings (men or women or children) collectively', 'sentence': 'This trust is based on the prima facie trust that users place in the people (the experts) who created the system. Melanie Mitchell (2019, p. 127) observes that …\n\nHumans can’t always explain their thought processes either, and you generally can’t look “under the hood” into other people’s brains (or into their “gut feelings”) to figure out how they came to any particular decision. The fourth variety of opacity that I want to consider here is quite singular insofar as it does not exclusively concern individuals who defer to a decision-making epistemic agent (lay people or nonexperts, in other words). It is in fact relatively trivial to note that we – as lay people – tend to be satisfied with the expert’s competence solely on the basis of a form of social recognition of the expert as such (Agnew et al., 1997; Collins & Evans, 2007; Goldman, 2018; Ross, 2022). These institutions may or may not affix their seal of approval to the trust that we, as lay people, are justified in placing in supposed experts.'}]
cours	{'course'}	15	{'NOUN'}	[{'word': 'course', 'definition': 'a connected series of events or actions or developments', 'sentence': 'A commonplace observation regarding trustworthiness is, of course, that there may be a discrepancy between an agent’s decision to trust another and the latter’s actual trustworthiness. Of course, there is nothing definitive or irremediable about this opacity: the layperson could train themselves in the discipline in question, or have the reasoning followed by the expert explained in detail, and thus perhaps manage to understand and grasp what is at stake. The underlying point is, of course, that it might be possible to do the same for the outputs of AI systems. This kind of argument is, of course, very regularly and precisely mobilised in the context of AI – at least since Searle’s famous paper (Searle, 1980). It is, of course, a concept that finds its primary application in the context of a human life.'}]
note	{'noted'}	15	{'VERB'}	[{'word': 'noted', 'definition': 'observe with care or pay close attention to', 'sentence': '3 Blind trust and expertise\n\n3.1 Let us meet in the dark\n\nWe have already noted that there is a constitutive form of (partial) blindness in trust. Indeed, it should be noted that although the practice of an expert sometimes seems indescribable using explicit rules, and although their judgement may sometimes appear to be ‘artistic’ (Shortliffe & Buchanan, 1975, p. 352) or vague, this initial observation should not lead us to conclude that the expert is positioned outside the normative field of reasons. 4.2 Causes and reasons\n \nIt should also be noted that the opacity of the reasons behind the actions of experts is often presented as being directly linked to another form of opacity (also mentioned above), namely the opacity of brain operations (what we previously dubbed the intrinsic opacity of cognitive systems for anyone). As Jonathan Lowe noted (2009, p. 349), the ‘seemingly small step’ of turning the reasons for a person’s action or decision into the causes of their action or decision is in reality ‘an erroneous [step] of enormous magnitude’. This concept is very often put forward in social epistemology to question the nature of expertise – and it should be noted in particular that one form taken by reliabilist epistemology is that of a ‘virtue reliabilism’.'}]
possibl	{'possibility'}	15	{'NOUN'}	[{'word': 'possibility', 'definition': 'a future prospect or potential', 'sentence': 'The concern, notoriously taken up and developed by Kristina Rolin (2002, p. 100), takes the form of a fear as to …\n\nthe possibility that there is a systematic mismatch between credibility and trustworthiness, so that the socially powerful is assigned credibility in spite of the lack of trustworthiness, or the powerless is denied credibility in spite of trustworthiness. A veritistic conception of expertise\n\nA first point to note concerning our conception of expertise and the possibility of its attribution to an artificial system is that we frequently consider it from an approach that can easily be described, following Alvin Goldman (1991, 2001, 2018) as ‘veritistic’ or ‘truth-linked’. The purely veritistic and functionalist conception of expertise, thus, does not seem to exclude the possibility for artefacts to act as epistemic experts and hence epistemic peers, insofar as they provide broadly correct results. Since I do not wish to deny the possibility that a human being can acquire knowledge through an artificial system (that would indeed be going too far), let me simply say that Freiman’s notion of ‘AI testimony’ or of ‘technology-based beliefs’ (Freiman, 2024b), as well as Alvarado’s (2023) aforementioned concept of ‘epistemic technology’ can certainly all prove useful for theorising anew about the way human beings acquire knowledge through AI. A second necessary condition for the attribution of the qualifier ‘expert’ to an individual (which also goes beyond the simple veritistic approach to expertise and is not attributable to a machine) is apparent in Watson’s quote and is presented as the other side of understanding, namely: the possibility of giving reasons in support of one’s judgement.'}]
varieti	{'variety'}	14	{'NOUN'}	[{'word': 'variety', 'definition': 'noticeable heterogeneity', 'sentence': 'The first variety of opacity, mentioned by Ross, is characteristic of a layperson’s unfamiliarity with a particular field of expertise. Let us call this first variety of opacity a contingent relational opacity for the layperson. A second variety of opacity, visible in Mitchell’s comment quoted above, relates not just to the difficulty of the non specialist in apprehending and understanding the reasoning of an expert, but also points to the fact that it is sometimes very difficult (if not downright impossible) for an expert to explain the reasoning they have followed to reach their conclusion. In this variety of opacity, however, there is still always a link to a form of habituation, education and training at play in the expert’s verdict, conclusion or judgement (the judgement is not completely oracular in this respect). I will call this second variety of opacity a relational opacity of the expert.'}]
respons	{'responsibility'}	14	{'NOUN'}	[{'word': 'responsibility', 'definition': "a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct", 'sentence': 'The use of such ‘opaque’ systems naturally poses a number of ethical problems, including embarrassing cases of ‘responsibility gaps’ (Coeckelbergh, 2020; Da Silva, 2024) and algorithmic biases (Walsh, 2022; In Freiman’s words, this label designates (…) several different approaches to trust, [which] all commonly share two features: (a) not ascribing human agency to technologies; and (b) ref erring to humans behind the technologies in matters regarding trust and responsibility. 8–9) points out by comparing the idea of a person’s responsibility for their action with that of a volcano’s responsibility for its eruption, the ability to give reasons goes hand in hand with a certain idea of responsibility. 8–9) points out by comparing the idea of a person’s responsibility for their action with that of a volcano’s responsibility for its eruption, the ability to give reasons goes hand in hand with a certain idea of responsibility. 8–9) points out by comparing the idea of a person’s responsibility for their action with that of a volcano’s responsibility for its eruption, the ability to give reasons goes hand in hand with a certain idea of responsibility.'}]
correct	{'correct'}	14	{'ADJ'}	[{'word': 'correct', 'definition': 'correct in opinion or judgment', 'sentence': 'The purely veritistic and functionalist conception of expertise, thus, does not seem to exclude the possibility for artefacts to act as epistemic experts and hence epistemic peers, insofar as they provide broadly correct results. A first instance of breakdown in the attribution of the character of ‘expert’ to an individual who nevertheless makes correct judgements on a specific subject may thus take the form of a case where the individual in question expresses themselves or takes a position on a subject about which they actually know and understand nothing. Someone who memorises facts on a particular subject (for example) without trying to understand what they are about, although they may be able to provide correct answers to a number of questions about it, will not be considered an expert on the subject (Scholz, 2009; Croce, 2019; Baghramian & Croce, 2024). Thus, a person who makes correct judgements using a ‘Chinese room’ type of method or contraption cannot be considered an expert on the subject on which they are expressing an opinion (and giving correct answers). Thus, a person who makes correct judgements using a ‘Chinese room’ type of method or contraption cannot be considered an expert on the subject on which they are expressing an opinion (and giving correct answers).'}]
intellectu	{'intellectual'}	13	{'ADJ'}	[{'word': 'intellectual', 'definition': 'appealing to or using the intellect', 'sentence': 'Gran ting trust to gain knowledge or make an informed decision implies, at least temporarily and figuratively, to shut one’s eyes and rely on some thing other than one’s own cognitive, perceptive or intellectual capacities. This latter concept – as we rapidly mentioned above – unlike the first, this time relates to the personal aspect of expertise – to what she describes as the expert’s ‘intellectual character’ (Rolin, 2002, p. 96). We will come back to this idea of ‘intellectual character’ in what follows, but for the moment let us simply note that this expression makes it possible to refer to indicators such as an expert’s ‘competence and sincerity’ (Whyte & Crease, 2010, p. 413) and thus aims to evaluate the moral character of the expert in an epistemic context (and it is also easy to understand that trustworthiness and credibility can sometimes suffer from an imbalance in their attributions – as we already under lined in the preceding section). The pressing matter, then, is rather whether such a human-centred concept can subsist when some of its fundamental criteria of application (such as the intellectual and epistemic qualities and capacities of a human being) are removed from the picture (as it is the case when the concept is applied to AI systems). The expert’s intellectual character\n\nAs Hacker (2009, p. 91) points out, the distinctive nature of the description or explanation of the actions of human agents using reasons allows us to ‘understand the agent’s behaviour idiographic ally rather than nomothetic ally’ and thus to be able to ‘judge the agent and evaluate what he did, but also to judge his character’.'}]
learn	{'learning'}	13	{'VERB'}	[{'word': 'learning', 'definition': 'gain knowledge or skills', 'sentence': 'Used in an ever-increasing number of contexts and based on deep (or multilayer) artificial neural net works (DNNs), the programs we are ref erring to are so-called ‘learning’ programs, based on the method known as ‘deep learning’. Used in an ever-increasing number of contexts and based on deep (or multilayer) artificial neural net works (DNNs), the programs we are ref erring to are so-called ‘learning’ programs, based on the method known as ‘deep learning’. Systems involving deep learning are widely used (to mention only some of the cases most frequently dis cussed in the literature) in the context of medical diagnosis and imaging (Lee et al., 2017; Grote & Berens, 2020; Bjerring & Busch, 2020), pol icing – within what is sometimes referred to as ‘predictive pol icing’ – (Asaro, 2019; Walsh, 2022), banking, finance and insurance (Narang et al., 2024; Pingili, 2024). 1–2) distinguishes three main forms of opacity for nonexperts, with regard to the functioning of machine learning-based AI systems. This, she writes, ‘stems from the mismatch between mathematical optimization in high dimensionality characteristic of machine learning and the demands of human-scale reasoning and styles of semantic interpretation’.'}]
paper	{'paper'}	13	{'NOUN'}	[{'word': 'paper', 'definition': 'a material made of cellulose pulp derived mainly from wood or rags or certain grasses', 'sentence': 'In an influential paper, Jenna Burrell (2016, pp. The second section of the paper will offer a brief reflection on the trust ordinarily placed in epistemic instruments and the upheaval caused in this respect by current AI systems. The third section of the paper will set out some arguments in favour of conceptualising our trust in artificial systems on the model of our trust in human experts, as they are sometimes found in the literature. The fourth section of the paper will show the limits of this conception of expertise, and will argue against conceptualising trust in artificial systems on the model of trust in human experts. On the other hand, the trustor – as Karen Jones explains in her well-known paper (1996, p. 4) – would demonstrate ‘an attitude of optimism about [the trustee’s] goodwill and […] have the confident expectation that, when the need arises, the one trusted will be directly and favorably moved by the thought that [one is] counting on her’.'}]
design	{'design'}	13	{'NOUN'}	[{'word': 'design', 'definition': 'the act of working out the form of something (as by making a sketch or outline or plan)', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed).'}]
relianc	{'reliance'}	12	{'NOUN'}	[{'word': 'reliance', 'definition': 'the state of relying on something', 'sentence': 'This rational reliance on the expert to gain knowledge is nevertheless associated with a certain sort of (more or less) voluntary blindness from the one seeking knowledge. 2 Trust in artificial systems\n\n2.1 Trust and reliance\n\nLet us first make a few distinctions regarding this notion of trust visàvis artificial systems. Turning now more specifically to trust in an artificial system (an artefact), let us point out the following: it is traditional to distinguish at least between two aspects of trust in artificial systems: the most ‘traditional’ aspect (since it initially concerns machines in the traditional sense of the term – i.e. artefacts with moving parts) is that of ‘reliance’ (Coeckelbergh, 2012). With regard to the first aspect, trust as a form of reliance reflects the idea that one can count on a specific artefact (one can rely on it) to function properly. Discussions about epistemic artefacts often take the time to distinguish more finely between several types of justification for the trust (as reliance) placed in these instruments.'}]
expect	{'expectation'}	12	{'NOUN'}	[{'word': 'expectation', 'definition': 'the feeling that something is about to happen', 'sentence': 'For a start and from a general perspective, one crucial feature of trusting another agent is often presented as a form of uncertainty coupled to a positive expectation towards the trusted agent (Danks, 2019). And a positive expectation on the other hand, as trusting another agent suggests that one does think that said agent is, as a matter of fact, reliable or trustworthy. These two characteristics (uncertainty and positive expectation) are also tied to a form of vulnerability on the part of the agent who takes the step of placing their trust in another. In relation to artefacts or machines, the positive expectation of the user therefore reflects a form of epistemic deference towards the agents who created the artefacts: someone using a GPS device to find their way around an unfamiliar city does not need to know how the device works in order to rely on it.'}]
mobilis	{'mobilised'}	11	{'VERB'}	[{'word': 'mobilised', 'definition': 'make ready for action or use', 'sentence': 'A network trained to detect patterns within an initial data set can thus be mobilised to discover trends within this corpus and be able, when subsequently confronted with a novel item, to make predictions, take decisions, propose diagnoses, categorise, etc., on its basis. At the very least, these rather different varieties show us that when the notion of ‘black box’ is mobilised, it can be used to aim at quite different targets. Alvarado’s interesting characterisation mobilised here actually implies an epistemic gradation of artefacts. This kind of argument is, of course, very regularly and precisely mobilised in the context of AI – at least since Searle’s famous paper (Searle, 1980). The criterion of the possibility of the expert providing an intelligible justification for their action thus poses a major problem for the analogy between the opacity of the output of AI systems and the opacity of the decisions of human experts: there is no question of an AI system understanding the subject for which it is mobilised, on the one hand, and explaining or justifying its output by appealing to reasons, on the other.'}]
observ	{'observation'}	11	{'NOUN'}	[{'word': 'observation', 'definition': 'facts learned by observing', 'sentence': 'The observation is therefore that a growing number of our hitherto highly specialised tasks are now falling under the yoke of an epistemic dependence not only on human experts, but also on these new systems the efficiency and precision of which are often equivalent to, or greater than, that of human experts (Esteva et al., 2017; Rajpurkar et al., 2017). A commonplace observation regarding trustworthiness is, of course, that there may be a discrepancy between an agent’s decision to trust another and the latter’s actual trustworthiness. However, a significant subset of the philosophical and epistemological literature on AI systems takes up this observation to put forward the following hypothesis: the epistemic position we find ourselves in (as nonspecialists in a domain) when it comes to assessing the correctness and reliability of the judgements of a human expert would actually be no more advantageous than the position we find ourselves in when it comes to assessing the correctness and reliability of the judgements of an AI system (Zerilli et al. 2019; London, 2019). This preliminary observation about the institutional or normative nature of expertise also reveals expertise’s twofold character: both social and personal. Deep learning-based AI technologies thus occupy the highest place on the epistemic ladder, as they are in fact ‘paradigmatic ally and exclusively an epistemic technology’ (2023, p. 9 – an observation that is also echoed by Ferrario et al., 2024).'}]
precis	{'precisely'}	11	{'ADV'}	[{'word': 'precisely', 'definition': 'in a precise manner', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed). It is precisely this supposed similarity in blindness that has led some authors, whose views I wish to challenge here, to hypothesise that we are in fact in quite similar situations when we interact with human experts and AI systems. This kind of argument is, of course, very regularly and precisely mobilised in the context of AI – at least since Searle’s famous paper (Searle, 1980). Possessing the appropriate qualities and abilities is precisely what it means to be an ‘expert’. Of course, it is debatable to speak of the pro positional outputs of AI systems as a species of testimony if this type of testimony is precisely devoid of all the necessary properties of testimony.'}]
time	{'time'}	11	{'NOUN'}	[{'word': 'time', 'definition': 'an instance or single occasion for some event', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed). Discussions about epistemic artefacts often take the time to distinguish more finely between several types of justification for the trust (as reliance) placed in these instruments. The confidence one is justified in placing in them rests this time on ‘knowledge of the principles that the procedure operationalizes’, as well as on knowledge of the conditions ‘under which these principles apply’ (ibid. This latter concept – as we rapidly mentioned above – unlike the first, this time relates to the personal aspect of expertise – to what she describes as the expert’s ‘intellectual character’ (Rolin, 2002, p. 96). With regard to another object of study such as phrenology, it will be considered that it does not exist insofar as it has this time been refuted scientifically.'}]
similar	{'similar'}	11	{'ADJ'}	[{'word': 'similar', 'definition': 'marked by correspondence or resemblance', 'sentence': 'The rationale would be that the epistemic dependence to which we are subject in relation to deep learning-based systems would itself be similar or analogous to that which we experience in relatively ordinary situations of lay deference to the expert (Zerilli et al. 2019, London, 2019). The reason for this comparison would lie in the existence of a similar form of opacity, manifest in both cases. It is precisely this supposed similarity in blindness that has led some authors, whose views I wish to challenge here, to hypothesise that we are in fact in quite similar situations when we interact with human experts and AI systems. She writes that …\n\nour relation to some opaque AI technology may be sufficiently similar to the ordinary layperson’s relation to the specialized expert such that analyzing the successful expert/layperson epistemic relation may provide us with a blueprint for how to best utilize opaque AI, both practically and ethically. Since DNNs are designed on the model of cerebral neural net works, it is assumed (by parity of reasoning) that systems with this architecture could then have similar capabilities.'}]
actual	{'actually'}	11	{'ADV'}	[{'word': 'actually', 'definition': 'in actual fact', 'sentence': 'In other words, it is conceivable (and in fact rather common) for one to trust someone who is not actually trustworthy, and conversely not to trust a person who is, as a matter of fact, trustworthy. However, a significant subset of the philosophical and epistemological literature on AI systems takes up this observation to put forward the following hypothesis: the epistemic position we find ourselves in (as nonspecialists in a domain) when it comes to assessing the correctness and reliability of the judgements of a human expert would actually be no more advantageous than the position we find ourselves in when it comes to assessing the correctness and reliability of the judgements of an AI system (Zerilli et al. 2019; London, 2019). And it is on this expertise that all epistemic confidence – both direct and indirect – is actually conditioned. The badge or socially assigned label of expertise refers, to quote Kyle Powys Whyte and Robert Crease (2010, p. 413), to ‘indicators […] actually used by others as the basis for trusting scientists’. However, they would not be experts in that subject matter (artificial expertise – or parapsychology, phrenology), insofar as their object of study does not actually exist.'}]
regard	{'regard'}	10	{'NOUN'}	[{'word': 'regard', 'definition': 'paying particular notice (as to children or helpless people)', 'sentence': '1–2) distinguishes three main forms of opacity for nonexperts, with regard to the functioning of machine learning-based AI systems. With regard to the first aspect, trust as a form of reliance reflects the idea that one can count on a specific artefact (one can rely on it) to function properly. As Richard Holton (1994, p. 67) explains it, the normative account of trust implies that ‘[w]hen you trust someone to do some thing, you rely on them to do it, and you regard that reliance in a certain way: you have a readiness to feel betrayal should it be disappointed, and gratitude should it be upheld’. With regard to the latter, Alex London (2019, p. 17) stresses the extent to which ‘atheoretical, associationist, and opaque decisions are more common in medicine than critics realize’. With regard to another object of study such as phrenology, it will be considered that it does not exist insofar as it has this time been refuted scientifically.'}]
write	{'writes'}	10	{'VERB'}	[{'word': 'writes', 'definition': 'communicate or express by writing', 'sentence': 'This, she writes, ‘stems from the mismatch between mathematical optimization in high dimensionality characteristic of machine learning and the demands of human-scale reasoning and styles of semantic interpretation’. Trust in artefacts is thus, as Coeckelbergh writes (p. 54), a form of ‘indirect trust in the humans related to the technology’. She writes that …\n\nour relation to some opaque AI technology may be sufficiently similar to the ordinary layperson’s relation to the specialized expert such that analyzing the successful expert/layperson epistemic relation may provide us with a blueprint for how to best utilize opaque AI, both practically and ethically. ‘[T]he vast majority of society’, so she writes, is indeed unfamiliar with the methods, jargon, past discoveries, current debates – in a word, with every thing that shapes the common culture specific to a field of specialisation. She writes that …\n\nif we are interested in developing an approval process that could certify certain opaque AI technology and approve its use in particular contexts while all owing the technology to remain opaque, we might make progress on this issue by continuing research into the relevant features of familiar and successful practices of certifying human experts.'}]
